Author,Paragraph
"Barrie, J. M. (James Matthew)","Lizzie is off to Southampton with her husband. As the carriage drove off
behind two horses that could with difficulty pull it through the snow,
Janet suddenly appeared at my elbow and remarked:"
"Alcott, Louisa May","""I never could in the world! It would be so bold, Mother would think I
was crazy. I love Mr. Whittier, but I wouldn't dar'st to show him my
nonsense, though reading his beautiful poetry helps me ever so much."""
"Balzac, Honoré de","
SCENE THIRD."
"Austen, Jane",M. Lesley.
"Austen, Jane","“Ah! Madam, I was used to it then, but when Willoughby broke his
Engagements I had not been dissapointed for half a year.”"
"Baum, L. Frank (Lyman Frank)",Everyone crowded around for a glimpse at the magic mirror.
"Balzac, Honoré de","Lafouraille
That it did; for it was rare in those days! The duke promised me
twenty thousand francs if I delivered the viscount from the hands of
my comrades, and I succeeded in doing so."
"Baum, L. Frank (Lyman Frank)","""Not so. I can't be bothered by caring for a lot of stupid Skeezers.
Stay where you are, or go wherever you please, so long as you keep away
from our mountain."" He turned to his men and added: ""We have conquered
Queen Coo-ee-oh and made her a helpless swan. The Skeezers are under
water and may stay there. So, having won the war, let us go home again
and make merry and feast, having after many years proved the Flatheads
to be greater and more powerful than the Skeezers."""
"Austen, Jane","
LETTER 2nd
LAURA to ISABEL"
"Balzac, Honoré de","Saint-Charles
Your grace's commands are obeyed. Do you wish to know the contents of
the letter?"
"Baum, L. Frank (Lyman Frank)","""The Skeezers,"" said Ozma, ""could not drown; they only get wet and
soggy and in that condition they would be very uncomfortable and
unhappy. But you are a mortal girl, Dorothy, and if your Magic Belt
protected you from death you would have to lie forever at the bottom of
the lake."""
"Baum, L. Frank (Lyman Frank)","Dorothy rushed to the window, which overlooked the glass side of the
dome."
"Balzac, Honoré de","The Marquis
Does Monsieur de Frescas speak Spanish?"
"Baum, L. Frank (Lyman Frank)","He started down a path and Ozma and Dorothy followed him without
protest, as they wanted to see the most important person in this queer
country. The houses they passed seemed pleasant enough and each had a
little yard in which were flowers and vegetables. Walls of rock
separated the dwellings, and all the paths were paved with smooth slabs
of rock. This seemed their only building material and they utilized it
cleverly for every purpose."
"Balzac, Honoré de","The Duchess
But you are known here, and the duke is with--"
"Balzac, Honoré de","Saint-Charles (to the duke)
Does your grace hear them?"
"Balzac, Honoré de","The Duke
All of you begone!"
"Alcott, Louisa May","Mrs. Spenser much regretted her daughter's well-meant enthusiasm, but
fearing harm might be done, very wisely tried to calm the innocent
excitement of both by the quiet matter-of-fact way in which she listened
to the explanation Emily gave her, read the verses timidly offered by
Becky, and then said, kindly but firmly:--"
"Barrie, J. M. (James Matthew)",
"Balzac, Honoré de","Raoul
What horrible mockery is this, Vautrin?"
"Balzac, Honoré de","The Duke
I will no longer answer then for your son's safety."
"Balzac, Honoré de","TIME: 1816, after the second return of the Bourbons."
"Baum, L. Frank (Lyman Frank)","""I caught them in the Lake of the Skeezers."""
"Baum, L. Frank (Lyman Frank)","
GLINDA OF OZ"
"Baum, L. Frank (Lyman Frank)","So Glinda beckoned the Diamond Swan, which swam gracefully to a
position near them. Before anyone could speak Coo-ee-oh called to them
in a rasping voice--for the voice of a swan is always harsh and
unpleasant--and said with much pride:"
"Balzac, Honoré de","The Duchess
My child, leave the room for a moment."
"Balzac, Honoré de","Vautrin (to Raoul)
Let me have no nonsense; be calm and firm! I stand face to face with
the enemy."
"Barrie, J. M. (James Matthew)","You must not think Janet too spiteful. Marriages were always too much
for her, but after the wedding is over she becomes good-natured again.
She is a strange mixture, and, I rather think, very romantic, despite
her cynical talk."
"Baum, L. Frank (Lyman Frank)","
Chapter Six"
"Baum, L. Frank (Lyman Frank)","Ervic saw another bench, empty, just beyond him, so he stepped over the
crocodile, sat down upon the bench and carefully placed the kettle
beside him."
"Balzac, Honoré de","Vautrin
Nothing."
"Austen, Jane","
Pistoletta
Pray papa how far is it to London?"
"Balzac, Honoré de","The Duchess
He the murderer?"
"Balzac, Honoré de",
"Balzac, Honoré de","Vautrin
And do you quite approve of honesty?"
"Austen, Jane","
LETTER the 14th
LAURA in continuation"
"Balzac, Honoré de","Lafouraille
We are both older by twenty-five years, and that is the only
difference."
"Austen, Jane",
"Balzac, Honoré de","Raoul (to the marquis)
I am at your service, sir."
"Balzac, Honoré de","Felicite
Her grace the duchess has Therese; and besides I am going out by her
orders."
"Balzac, Honoré de","Vautrin
Romantic to the point of desiring to be loved for his own sake, in
spite of his immense fortune; he wishes that passion should prevail in
marriage--an absurdity! The young Amoagos, for it is he, madame."
"Barrie, J. M. (James Matthew)","""Does he need to be managed?"""
"Baum, L. Frank (Lyman Frank)","""Why, we're way above the lake now!"" exclaimed Dorothy from the window,
when at last the island ceased to move."
"Balzac, Honoré de","Joseph (looking through the postern)
He is far away by this time."
"Alcott, Louisa May","""I'm 'tuckered out' doing nothing,"" said Emily, amused with the new
expression, and eager to try a remedy which showed such fine results in
this case. ""I shall visit your pet places and do a little work as soon
as I am able, and see if it won't set me up. Now I can only dawdle,
doze, and read a little. Will you please put those books here on the
table? I shall want them by-and-by."""
"Balzac, Honoré de","Mademoiselle de Vaudrey
And was the duke present?"
"Balzac, Honoré de","The Duchesse de Montsorel
Remain the same mysterious personage you are at present."
"Baum, L. Frank (Lyman Frank)","""The island,"" said Glinda thoughtfully, ""rests on a base of solid
marble. When it is submerged, as it is now, the base of the island is
upon the bottom of the lake. What puzzles me is how such a great weight
can be lifted and suspended in the water, even by magic."""
"Austen, Jane","
SCENE CHANGES TO THE SUN—"
"Barrie, J. M. (James Matthew)","Fever--one of your dastard weapons--was no doubt what set me drawing
portraits, but why did I see you a big man with a black beard? Because
long ago, when the world was young, I had a schoolmaster of that
appearance. He crackled his fingers too. I had forgotten him utterly. He
had gone from me with the love of climbing for crows' nests--which I
once thought would never die--but during some of these seventeen days
of thirty-six hours each I suppose I have been a boy again. Yet I had
many schoolmasters, all sure at first that they could make something of
me, all doleful when they found that I had conscientious scruples
against learning. Why do I merge you into him of the crackling fingers?
I know. It is because in mediaeval times I hated him as I hate you. No
others have I loathed with any intensity, but he alone of my masters
refused to be reconciled to my favorite method of study, which
consisted, I remember (without shame) in glancing at my tasks, as I
hopped and skipped to school. Sometimes I hopped and skipped, but did
not arrive at school in time to take solid part in lessons, and this
grieved the soul of him who wanted to be my instructor. So we differed,
as Gladstonian and Conservative on the result of the Parnell Commission,
and my teacher, being in office, troubled me not a little. I confess I
hated him, and while I sat glumly in his room, whence the better boys
had retired, much solace I found in wondering how I would slay him,
supposing I had a loaded pistol, a sword, and a hatchet, and he had only
one life. I schemed to be a dark, morose pirate of fourteen, so that I
might capture him, even at his black-board, and make him walk the plank.
I was Judge Lynch, and he was the man at the end of the rope. I charged
upon him on horseback, and cut him down. I challenged him to single
combat, and then I was Ivanhoe. I even found pleasure in conceiving
myself shouting ""Crackle-fingers"" after him, and then bolting round a
corner. You must see now why I pictured you heavy, and dark, and
bearded. You are the schoolmaster of my later years. I lay in bed and
gloried in the thought that presently I would be up, and fall upon you
like a body of cavalry."
